+-------------+--------------+--------------+-----------------------+------------------+-----+
| c_last_name | c_first_name | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt |
| Obrien      | Ellen        | Dr.          | Y                     | 55705942         | 15  |
| Obrien      | Irma         | Miss         | N                     | 36169599         | 15  |
| Obrien      | Janet        | Miss         | Y                     | 37831186         | 15  |
| Obrien      | John         | Dr.          | N                     | 61738703         | 15  |
| Obrien      | Lawrence     | Sir          | Y                     | 70583989         | 15  |
| Obrien      | Stephanie    | Miss         | N                     | 68326563         | 15  |
| Ocasio      | Florence     | Mrs.         | N                     | 36602035         | 16  |
| Ochoa       | Christy      | Ms.          | Y                     | 47630483         | 15  |
| Ochoa       | Donald       | Sir          | N                     | 48028006         | 16  |
| Oconnell    | Charlene     | Miss         | N                     | 52836750         | 15  |
| Oconnell    | Edna         | Miss         | N                     | 49867965         | 15  |
| Oconnell    | Eric         | Dr.          | Y                     | 60974871         | 16  |
| Oconnell    | Kevin        | Sir          | Y                     | 55991436         | 16  |
| Oconnor     | Julius       | Mr.          | Y                     | 61229196         | 15  |
| Oconnor     | Maryann      | Mrs.         | N                     | 71144325         | 16  |
| Oconnor     | Nanette      | Dr.          | N                     | 46898302         | 15  |
| Oconnor     | Tim          | Sir          | Y                     | 49757867         | 16  |
| Odell       | John         | Mr.          | N                     | 66479000         | 15  |
| Odom        | Brian        | Sir          | N                     | 56071413         | 16  |
| Odonnell    | Elizabeth    | Ms.          | N                     | 51396225         | 16  |
| Odonnell    | Ruby         | Dr.          | N                     | 62617929         | 16  |
| Ogden       | Elizabeth    | Ms.          | N                     | 52430180         | 15  |
| Ogden       | Erwin        | Mr.          | Y                     | 71591000         | 15  |
| Ojeda       | Tisha        | Mrs.         | Y                     | 70731755         | 16  |
| Olivares    | Anita        | Dr.          | N                     | 44283176         | 15  |
| Oliver      | Anna         | Miss         | Y                     | 52335206         | 16  |
| Oliver      | Charles      | Sir          | Y                     | 41946692         | 15  |
| Oliver      | John         | Sir          | N                     | 58157737         | 15  |
| Oliver      | Lynda        | Ms.          | Y                     | 40767508         | 15  |
| Oliver      | Thomas       | Mr.          | Y                     | 36462930         | 16  |
| Oliver      | Verna        | Mrs.         | Y                     | 63317433         | 15  |
| Olson       | Dorothy      | Dr.          | Y                     | 66101779         | 15  |
| Olson       | Linda        | Ms.          | Y                     | 39691621         | 15  |
| Olson       | Terry        | Mr.          | N                     | 68199889         | 15  |
| Olson       | Thomas       | Mr.          | Y                     | 45358332         | 15  |
| Oneal       | Candace      | Miss         | N                     | 54301376         | 15  |
| Oneal       | Cecil        | Sir          | N                     | 62162996         | 15  |
| Oneal       | Donna        | Mrs.         | Y                     | 55304248         | 16  |
| Oneal       | Hazel        | Miss         | N                     | 54203511         | 16  |
| Oneal       | Rodney       | Mr.          | Y                     | 55193873         | 15  |
| Oneill      | Laura        | Mrs.         | N                     | 45264637         | 16  |
| Oneill      | Nellie       | Miss         | N                     | 37783599         | 15  |
| Orosco      | Minerva      | Mrs.         | Y                     | 58468786         | 16  |
| Orozco      | Alta         | Ms.          | N                     | 70493106         | 15  |
| Orozco      | Matilda      | Dr.          | Y                     | 40809432         | 16  |
| Orozco      | Melissa      | Ms.          | Y                     | 48515198         | 15  |
| Orr         | Aleisha      | Dr.          | Y                     | 44238402         | 15  |
| Orr         | Christian    | Sir          | Y                     | 47868989         | 16  |
| Orr         | Verna        | Dr.          | Y                     | 41332040         | 15  |
| Ortega      | Oscar        | Dr.          | N                     | 41699663         | 15  |
| Ortiz       | Kathy        | Miss         | N                     | 55199286         | 15  |
| Ortiz       | Marguerite   | Ms.          | Y                     | 37420744         | 16  |
| Ortiz       | Paul         | Dr.          | N                     | 46011713         | 15  |
| Ortiz       | Shane        | Sir          | N                     | 70532777         | 15  |
| Ortiz       | Shawn        | Sir          | Y                     | 41525012         | 16  |
| Orton       | William      | Sir          | Y                     | 38111089         | 15  |
| Osborne     | Andrew       | Dr.          | N                     | 65878844         | 15  |
